ProbeName,TargetName,Target_Name,HUGOSymbol,Accessions,AnalyteType,CodeClass,TargetGroup
DPROT_00393.1,Syndecan-1,Syndecan-1,SDC1,P18827,Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Oxidative Stress, Other Interleukin Signaling"
DPROT_00729.1,Insulin,Insulin,INS,"I3WAC9,P01308",Protein,Endogenous,"All Targets, Insulin Signaling, Oxidative Stress, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, HIF1 Signaling, NO Signaling, AMPK Signaling"
DPROT_01154.1,15-PGDH,15-PGDH,HPGD,P15428,Protein,Endogenous,"All Targets, Prostaglandin Inflammation, Androgen Signaling, Epigenetic Modification, Lipid Metabolism"
DPROT_00992.1,PI 3 Kinase p85 alpha,PI 3 Kinase p85 alpha,PIK3R1,P27986,Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, ERBB2 Signaling, Cell Adhesion & Motility, PDGF Signaling, Apoptosis, Myeloid Inflammation, Lymphocyte Trafficking, FGFR Signaling, Lipid Metabolism, EGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, FoxO Signaling, Other Interleukin Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, HIF1 Signaling, TLR Signaling, JAK-STAT Signaling, Senescence, MET Signaling, AMPK Signaling, IL-2 Signaling"
DPROT_01138.1,JNK1 + JNK2 + JNK3 (phospho T183+T183+T221),JNK1 + JNK2 + JNK3 (phospho T183+T183+T221),"MAPK8,MAPK9,MAPK10","D7R525,A0A286YF97,P53779,A8MWW6,Q499Y8,P45984,A1L4K2,P45983",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, Proteotoxic Stress, Cell Adhesion & Motility, NRF2 Signaling, Apoptosis, Myeloid Inflammation, Oxidative Stress, DNA Damage Repair, Differentiation, MAPK Signaling, FoxO Signaling, Autophagy, TCR Signaling, IL-17 Signaling, TLR Signaling, Senescence, Wnt Signaling, IL-1 Signaling"
DPROT_00753.1,CCL18,CCL18,CCL18,P55774,Protein,Endogenous,"All Targets, Chemokine Signaling, EMT"
DPROT_00598.1,iNOS,iNOS,NOS2,P35228,Protein,Endogenous,"All Targets, Other Interleukin Signaling, HIF1 Signaling, NO Signaling"
DPROT_00011.1,CD11c,CD11c,ITGAX,"P20702,H3BN02",Protein,Endogenous,"All Targets, Other Interleukin Signaling, Complement System"
DPROT_01196.1,ACE2,ACE2,ACE2,Q9BYF1,Protein,Endogenous,All Targets
DPROT_01173.1,FOXO1A,FOXO1A,FOXO1,Q12778,Protein,Endogenous,"All Targets, Insulin Signaling, Treg Differentiation, Epigenetic Modification, Oxidative Stress, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Other Interleukin Signaling, Senescence, AMPK Signaling"
DPROT_01070.1,CD63,CD63,CD63,"A0A024RB05,P08962",Protein,Endogenous,"All Targets, Lysosome"
DPROT_01171.1,CD272/BTLA,CD272/BTLA,BTLA,Q7Z6A9,Protein,Endogenous,All Targets
DPROT_00876.1,STING,STING,STING1,"Q86WV6,V5V0K2",Protein,Endogenous,All Targets
DPROT_01176.1,MyD88,MyD88,MYD88,"A0A0A0MS70,A0A0A0MST0,Q99836,A0A0A0MSI9",Protein,Endogenous,"All Targets, NF-kB Signaling, MHC Class I Antigen Presentation, MAPK Signaling, TLR Signaling, IL-1 Signaling"
DPROT_01142.1,Granzyme B,Granzyme B,GZMB,"Q67BC3,J3KQ52,P10144,Q6XGZ4",Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Apoptosis, Cytotoxicity"
DPROT_01103.1,Histone H3 (tri methyl K9),Histone H3 (tri methyl K9),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00951.1,STAT6 (phospho Y641),STAT6 (phospho Y641),STAT6,"A8K4S9,B4DQB3,P42226",Protein,Endogenous,"All Targets, PDGF Signaling, Oxidative Stress, Other Interleukin Signaling, TH2 Differentiation, JAK-STAT Signaling"
DPROT_00611.1,Cdk4,Cdk4,CDK4,"P11802,A0A024RBB6",Protein,Endogenous,"All Targets, Myc, Epigenetic Modification, p53 Signaling, Differentiation, PI3K-Akt Signaling, TCR Signaling, Senescence, Cell Cycle"
DPROT_01210.1,CD22,CD22,CD22,"P20273,Q0EAF5",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Lymphocyte Regulation"
DPROT_00167.1,VCAM1,VCAM1,VCAM1,P19320,Protein,Endogenous,"All Targets, TNF Signaling, NF-kB Signaling, Cell Adhesion & Motility, Lymphocyte Trafficking, Lymphocyte Regulation, Other Interleukin Signaling, Type II Interferon Signaling"
DPROT_00812.1,CD44v6,CD44v6,CD44,P16070,Protein,Endogenous,"All Targets, Immortality & Stemness, Matrix Remodeling and Metastasis, Type II Interferon Signaling, EMT"
DPROT_00970.1,CD133,CD133,PROM1,"O43490,A0A0A0N0M1",Protein,Endogenous,"All Targets, Immortality & Stemness, Epigenetic Modification, EMT"
DPROT_00894.1,PI 3 Kinase catalytic subunit alpha/PIK3CA,PI 3 Kinase catalytic subunit alpha/PIK3CA,PIK3CA,"P42336,Q4LE51",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, ERBB2 Signaling, Cell Adhesion & Motility, PDGF Signaling, Apoptosis, Myeloid Inflammation, Lymphocyte Trafficking, FGFR Signaling, Lipid Metabolism, EGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, FoxO Signaling, Other Interleukin Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, HIF1 Signaling, TLR Signaling, JAK-STAT Signaling, Senescence, MET Signaling, AMPK Signaling, IL-2 Signaling, EMT"
DPROT_00762.1,Macrophage Inflammatory Protein 3 alpha,Macrophage Inflammatory Protein 3 alpha,CCL20,P78556,Protein,Endogenous,"All Targets, TNF Signaling, Other Interleukin Signaling, Chemokine Signaling, EMT"
DPROT_01218.1,Axl,Axl,AXL,"M0R0W6,P30530",Protein,Endogenous,"All Targets, VEGF Signaling, Oxidative Stress"
DPROT_01042.1,Dihydrofolate reductase (DHFR),Dihydrofolate reductase (DHFR),DHFR,"P00374,B0YJ76,B4DM58",Protein,Endogenous,"All Targets, Oxidative Stress, mTOR Signaling, Cell Cycle"
DPROT_00815.1,Aldolase B+Aldolase C,Aldolase B+Aldolase C,"ALDOC,ALDOB","P09972,P05062,A0A024R145,A0A024QZ64",Protein,Endogenous,"All Targets, Glycolysis & Glucose Transport, HIF1 Signaling"
DPROT_00974.1,PTCH2,PTCH2,PTCH2,Q9Y6C5,Protein,Endogenous,"All Targets, Hedgehog Signaling"
DPROT_00054.1,MelanA,MelanA,MLANA,Q16655,Protein,Endogenous,"All Targets, Cancer Antigens"
DPROT_00733.1,Cathepsin S,Cathepsin S,CTSS,P25774,Protein,Endogenous,"All Targets, Matrix Remodeling and Metastasis, Apoptosis, MHC Class I Antigen Presentation, TLR Signaling, Lysosome, MHC Class II Antigen Presentation"
DPROT_00891.1,ROCK1,ROCK1,ROCK1,Q13464,Protein,Endogenous,"All Targets, VEGF Signaling, Cell Adhesion & Motility, Apoptosis, Lymphocyte Trafficking, Differentiation, Chemokine Signaling, TGF-beta Signaling, EMT"
DPROT_00866.1,AMPK alpha 1,AMPK alpha 1,PRKAA1,Q13131,Protein,Endogenous,"All Targets, Insulin Signaling, Oxidative Stress, p53 Signaling, PI3K-Akt Signaling, FoxO Signaling, Autophagy, mTOR Signaling, AMPK Signaling"
DPROT_01102.1,Hexokinase II,Hexokinase II,HK2,P52789,Protein,Endogenous,"All Targets, Insulin Signaling, Glycolysis & Glucose Transport, Myc, mTOR Signaling, HIF1 Signaling"
DPROT_01072.1,Rb (phospho T780),Rb (phospho T780),RB1,"P06400,A0A024RDV3",Protein,Endogenous,"All Targets, Androgen Signaling, Senescence, Cell Cycle"
DPROT_00789.1,HDAC3,HDAC3,HDAC3,O15379,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Lipid Metabolism, Differentiation, Mitochondrial Metabolism / TCA"
DPROT_01119.1,IGF2BP1/IMP1,IGF2BP1/IMP1,IGF2BP1,Q9NZI8,Protein,Endogenous,"All Targets, MAPK Signaling"
DPROT_00781.1,ErbB4 / HER4 (phospho Y1162),ErbB4 / HER4 (phospho Y1162),ERBB4,Q15303,Protein,Endogenous,"All Targets, PI3K-Akt Signaling, MAPK Signaling"
DPROT_01122.1,Histone H3 (acetyl K14),Histone H3 (acetyl K14),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_01069.1,S100A4,S100A4,S100A4,P26447,Protein,Endogenous,"All Targets, EMT"
DPROT_00829.1,Fibronectin,Fibronectin,FN1,"Q6MZF4,Q6N084,B7ZLE5,P02751,Q9UQS6,Q6MZM7",Protein,Endogenous,"All Targets, Myc, Cell Adhesion & Motility, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, MET Signaling, EMT"
DPROT_00851.1,CD8 alpha,CD8 alpha,CD8A,"P01732,Q6ZVS2,Q8TAW8",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Lymphocyte Regulation, TCR Signaling"
DPROT_00871.1,TEF1/TEAD-1,TEF1/TEAD-1,TEAD1,"Q59EF3,P28347",Protein,Endogenous,"All Targets, Differentiation"
DPROT_01086.1,c-Kit,c-Kit,KIT,"A0A024RDA0,P10721",Protein,Endogenous,"All Targets, PI3K-Akt Signaling, MAPK Signaling"
DPROT_01131.1,Heme Oxygenase 1,Heme Oxygenase 1,HMOX1,"P09601,Q6FH11",Protein,Endogenous,"All Targets, NRF2 Signaling, Oxidative Stress, Other Interleukin Signaling, HIF1 Signaling"
DPROT_01214.1,NAK/TBK1,NAK/TBK1,TBK1,Q9UHD2,Protein,Endogenous,"All Targets, Autophagy, mTOR Signaling, TLR Signaling, IL-1 Signaling"
DPROT_00327.1,c-Myc,c-Myc,MYC,"A0A087WVR4,P01106",Protein,Endogenous,"All Targets, Notch Signaling, Myc, Immortality & Stemness, Epigenetic Modification, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, JAK-STAT Signaling, Senescence, Wnt Signaling, Cell Cycle, TGF-beta Signaling, EMT"
DPROT_01191.1,Caveolin-1,Caveolin-1,CAV1,"A9XTE5,A0A024R757,Q2TNI1,Q03135,Q7Z4F3,Q59E85",Protein,Endogenous,"All Targets, VEGF Signaling, Cell Adhesion & Motility, Lipid Metabolism, Endocytosis, Wnt Signaling, EMT"
DPROT_00764.1,IL-12RB1,IL-12RB1,IL12RB1,P42701,Protein,Endogenous,"All Targets, TH17 Differentiation, TH1 Differentiation, Other Interleukin Signaling, JAK-STAT Signaling"
DPROT_00248.1,Bcl-XL,Bcl-XL,BCL2L1,"A0A0S2Z3C5,Q5TE63,Q07817",Protein,Endogenous,"All Targets, NF-kB Signaling, Epigenetic Modification, Apoptosis, p53 Signaling, PI3K-Akt Signaling, Other Interleukin Signaling, Autophagy, JAK-STAT Signaling"
DPROT_01108.1,p27 KIP 1 (phospho S10),p27 KIP 1 (phospho S10),CDKN1B,"P46527,Q6I9V6",Protein,Endogenous,"All Targets, Epigenetic Modification, PI3K-Akt Signaling, FoxO Signaling, HIF1 Signaling, Senescence, Cell Cycle"
DPROT_00993.1,4-Oct,4-Oct,POU5F1,"Q01860,M1S623,D2IYK3,F2Z381",Protein,Endogenous,"All Targets, Immortality & Stemness, Differentiation, EMT"
DPROT_00967.1,eNOS,eNOS,NOS3,"A0S0A6,P29474,A0A0A0MTA6",Protein,Endogenous,"All Targets, VEGF Signaling, Oxidative Stress, Estrogen Signaling, PI3K-Akt Signaling, HIF1 Signaling, NO Signaling"
DPROT_00850.1,CD99,CD99,CD99,"P14209,A0A096LP69",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Lymphocyte Trafficking, Lymphocyte Regulation"
DPROT_00743.1,Macrophage Inflammatory Protein 1 alpha / CCL3,Macrophage Inflammatory Protein 1 alpha / CCL3,"CCL3,CCL3L3,CCL3L1","A0N0R1,P16619,P10147",Protein,Endogenous,"All Targets, T Cell Exhaustion, Other Interleukin Signaling, Chemokine Signaling, TLR Signaling"
DPROT_00007.1,HLA-DR,HLA-DR,HLA-DRA,"A0A0G2JMH6,P01903",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Type II Interferon Signaling, TCR Signaling, MHC Class II Antigen Presentation"
DPROT_00492.1,FOXP3,FOXP3,FOXP3,Q9BZS1,Protein,Endogenous,"All Targets, Treg Differentiation, TH17 Differentiation"
DPROT_01127.1,M-CSF,M-CSF,CSF1,"P09603,A0A024R0A1",Protein,Endogenous,"All Targets, TNF Signaling, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling"
DPROT_00295.1,LC3B,LC3B,MAP1LC3B,"Q658J6,Q9GZQ8",Protein,Endogenous,"All Targets, Autophagy"
DPROT_00956.1,FAK,FAK,PTK2,"Q59GN8,Q658W2,Q05397,Q59GM6",Protein,Endogenous,"All Targets, VEGF Signaling, Epigenetic Modification, Cell Adhesion & Motility, Apoptosis, Lymphocyte Trafficking, Differentiation, PI3K-Akt Signaling, MAPK Signaling, Chemokine Signaling, MET Signaling, EMT"
DPROT_00853.1,Chk2,Chk2,CHEK2,O96017,Protein,Endogenous,"All Targets, p53 Signaling, DNA Damage Repair, Senescence, Cell Cycle"
DPROT_00616.1,ERK1 (phospho T202 + Y204) + ERK2 (phospho T185 + Y187),ERK1 (phospho T202 + Y204) + ERK2 (phospho T185 + Y187),"MAPK3,MAPK1","Q499G7,P28482,Q1HBJ4,P27361,L7RXH5,Q9BWJ1",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, Cell Adhesion & Motility, NRF2 Signaling, Apoptosis, Myeloid Inflammation, Oxidative Stress, FGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, IL-17 Signaling, HIF1 Signaling, TLR Signaling, Senescence, RAGE Signaling, Cell Cycle, TGF-beta Signaling, Interferon Response Genes, EMT"
DPROT_00930.1,Rel B,Rel B,RELB,Q01201,Protein,Endogenous,"All Targets, NF-kB Signaling, MAPK Signaling"
DPROT_00793.1,CD127,CD127,IL7R,P16871,Protein,Endogenous,"All Targets, Endocytosis, PI3K-Akt Signaling, FoxO Signaling, Other Interleukin Signaling, JAK-STAT Signaling"
DPROT_00949.1,Mannose Receptor,Mannose Receptor,MRC1,P22897,Protein,Endogenous,"All Targets, MHC Class I Antigen Presentation"
DPROT_00527.1,SOD2/MnSOD (acetyl K68),SOD2/MnSOD (acetyl K68),SOD2,"Q9UG59,Q96AM7,G5E9P6,P04179",Protein,Endogenous,"All Targets, Oxidative Stress, FoxO Signaling, Other Interleukin Signaling, Mitochondrial Metabolism / TCA"
DPROT_00758.1,CD70,CD70,CD70,"P32970,A0A0U5JA32",Protein,Endogenous,"All Targets, NF-kB Signaling, T-cell Checkpoints"
DPROT_01088.1,JAK3,JAK3,JAK3,"P52333,A0A024R7M7",Protein,Endogenous,"All Targets, TH17 Differentiation, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, TH2 Differentiation, Chemokine Signaling, JAK-STAT Signaling, IL-2 Signaling"
DPROT_00995.1,Histone H3 (phospho S10),Histone H3 (phospho S10),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00942.1,2-Oct,2-Oct,POU2F2,"P09086,H0YLL6",Protein,Endogenous,All Targets
DPROT_01167.1,YAP1 (phospho S127),YAP1 (phospho S127),YAP1,"K0KVU2,P46937,A0A024R3E4,Q86T74",Protein,Endogenous,"All Targets, Hippo Signaling, Differentiation, EMT"
DPROT_01163.1,BFL-1/GRS,BFL-1/GRS,BCL2A1,Q16548,Protein,Endogenous,"All Targets, NF-kB Signaling, Epigenetic Modification, Apoptosis"
DPROT_01066.1,PD-L2,PD-L2,PDCD1LG2,Q9BQ51,Protein,Endogenous,"All Targets, Cell Adhesion & Motility, T-cell Checkpoints"
DPROT_00825.1,CD3G,CD3G,CD3G,"B0YIY5,P09693",Protein,Endogenous,"All Targets, Endocytosis, Lymphocyte Regulation, TCR Signaling"
DPROT_00045.1,CD27,CD27,CD27,P26842,Protein,Endogenous,"All Targets, NF-kB Signaling, T-cell Checkpoints"
DPROT_00282.1,LAMP2A,LAMP2A,LAMP2,P13473,Protein,Endogenous,"All Targets, Autophagy, Lysosome"
DPROT_00766.1,IL4,IL4,IL4,"D4HNR6,Q5FC01,P05112",Protein,Endogenous,"All Targets, TH17 Differentiation, Myeloid Inflammation, PI3K-Akt Signaling, Other Interleukin Signaling, TH2 Differentiation, TCR Signaling, JAK-STAT Signaling, IL-1 Signaling"
DPROT_00911.1,Src,Src,SRC,P12931,Protein,Endogenous,"All Targets, VEGF Signaling, ERBB2 Signaling, Cell Adhesion & Motility, PDGF Signaling, Oxidative Stress, Endocytosis, EGFR Signaling, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, Chemokine Signaling, MET Signaling, EMT"
DPROT_00219.1,CD103,CD103,ITGAE,P38570,Protein,Endogenous,All Targets
DPROT_01012.1,JunD,JunD,JUND,P17535,Protein,Endogenous,"All Targets, Estrogen Signaling, MAPK Signaling"
DPROT_00950.1,TLR8,TLR8,TLR8,Q9NR97,Protein,Endogenous,"All Targets, TLR Signaling"
DPROT_01031.1,YKL-40/CHI3L1,YKL-40/CHI3L1,CHI3L1,"A0A024R969,P36222",Protein,Endogenous,All Targets
DPROT_00802.1,HLA E,HLA E,HLA-E,"Q6DU44,P13747,A8K8M6,O19682",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Endocytosis, Lymphocyte Regulation, MHC Class I Antigen Presentation, Type II Interferon Signaling, Type I Interferon Signaling, Senescence"
DPROT_01033.1,Tuberin,Tuberin,TSC2,"Q5HYF7,H3BMQ0,B3KWH7,X5D7Q2,P49815",Protein,Endogenous,"All Targets, Insulin Signaling, p53 Signaling, PI3K-Akt Signaling, Autophagy, mTOR Signaling, Senescence, AMPK Signaling"
DPROT_00897.1,beta Tubulin,beta Tubulin,TUBB,"Q5ST81,B4DMJ5,Q5SU16,B4DY90,B4DQN9,P07437",Protein,Endogenous,"All Targets, Cell Cycle"
DPROT_00521.1,Glucose Transporter GLUT1,Glucose Transporter GLUT1,SLC2A1,"P11166,Q59GX2",Protein,Endogenous,"All Targets, Glycolysis & Glucose Transport, mTOR Signaling, HIF1 Signaling"
DPROT_01010.1,Chk1,Chk1,CHEK1,"O14757,B4DT73,E7EPP6",Protein,Endogenous,"All Targets, p53 Signaling, DNA Damage Repair, Senescence, Cell Cycle"
DPROT_01158.1,Caspase-10/CASP-10,Caspase-10/CASP-10,CASP10,"A0A0S2Z3G5,A0A0S2Z3Z5,Q92851",Protein,Endogenous,"All Targets, TNF Signaling, Apoptosis"
DPROT_00680.1,Insulin Receptor alpha,Insulin Receptor alpha,INSR,P06213,Protein,Endogenous,"All Targets, Insulin Signaling, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, mTOR Signaling, HIF1 Signaling, AMPK Signaling"
DPROT_01162.1,YAP1,YAP1,YAP1,"K0KVU2,P46937,A0A024R3E4,Q86T74",Protein,Endogenous,"All Targets, Hippo Signaling, Differentiation, EMT"
DPROT_00751.1,IL3RA/CD123,IL3RA/CD123,IL3RA,P26951,Protein,Endogenous,"All Targets, Apoptosis, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, JAK-STAT Signaling, IL-2 Signaling"
DPROT_00907.1,Musashi 1 / Msi1,Musashi 1 / Msi1,MSI1,O43347,Protein,Endogenous,"All Targets, Differentiation"
DPROT_00940.1,NCAM1,NCAM1,NCAM1,"A0A087WWD4,P13591",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Differentiation, MAPK Signaling, Type II Interferon Signaling"
DPROT_00905.1,Rho,Rho,"RHOC,RHOB,RHOA","Q9BVT0,P62745,C9JX21,A0A024R324,B4DKN9,A0A024R0I3,P61586,P08134,C9JRM1",Protein,Endogenous,"All Targets, VEGF Signaling, ERBB2 Signaling, Androgen Signaling, Cell Adhesion & Motility, Oxidative Stress, Lymphocyte Trafficking, Endocytosis, Differentiation, mTOR Signaling, Chemokine Signaling, TCR Signaling, Wnt Signaling, TGF-beta Signaling, EMT"
DPROT_01130.1,IL-12A,IL-12A,IL12A,"O60595,P29459",Protein,Endogenous,"All Targets, TH1 Differentiation, Other Interleukin Signaling, TLR Signaling, JAK-STAT Signaling"
DPROT_00014.1,CD4,CD4,CD4,"B4DT49,P01730,B0AZV7",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Endocytosis, Other Interleukin Signaling, TCR Signaling"
DPROT_00989.1,SIRT1,SIRT1,SIRT1,"A0A024QZQ1,A8K128,B0QZ35,E9PC49,Q96EB6",Protein,Endogenous,"All Targets, Androgen Signaling, Oxidative Stress, FoxO Signaling, Senescence, AMPK Signaling, EMT"
DPROT_00498.1,ErbB3 / HER3,ErbB3 / HER3,ERBB3,P21860,Protein,Endogenous,"All Targets, PI3K-Akt Signaling, MAPK Signaling"
DPROT_00601.1,NF-kB p65,NF-kB p65,RELA,"A0A087X0W8,Q04206",Protein,Endogenous,"All Targets, TNF Signaling, TH1 Differentiation, NF-kB Signaling, Epigenetic Modification, Apoptosis, Myeloid Inflammation, Oxidative Stress, Differentiation, PI3K-Akt Signaling, MAPK Signaling, Chemokine Signaling, TCR Signaling, HIF1 Signaling, TLR Signaling, Senescence, IL-1 Signaling, EMT"
DPROT_00946.1,GITR,GITR,TNFRSF18,"Q9Y5U5,A0A0R7FDM1",Protein,Endogenous,"All Targets, NF-kB Signaling, T-cell Checkpoints"
DPROT_00775.1,SCF,SCF,KITLG,"A0A024RBC0,A0A024RBF5,P21583",Protein,Endogenous,"All Targets, PI3K-Akt Signaling, MAPK Signaling"
DPROT_00912.1,Periostin,Periostin,POSTN,"B1ALD9,A0A024RDS2,Q15063,A0A024RDT5",Protein,Endogenous,"All Targets, EMT"
DPROT_01116.1,MEK1,MEK1,MAP2K1,"A4QPA9,B4DFY5,Q02750",Protein,Endogenous,"All Targets, Insulin Signaling, TNF Signaling, VEGF Signaling, Cell Adhesion & Motility, Apoptosis, Myeloid Inflammation, Estrogen Signaling, Differentiation, PI3K-Akt Signaling, MAPK Signaling, FoxO Signaling, Autophagy, mTOR Signaling, Chemokine Signaling, TCR Signaling, IL-17 Signaling, HIF1 Signaling, TLR Signaling, Senescence, IL-1 Signaling"
DPROT_00738.1,Histone H3 (acetyl K27),Histone H3 (acetyl K27),"H3C2,H3C11,H3C10,H3C3,H3C12,H3C1,H3C6,H3C7,H3C4,H3C8",P68431,Protein,Endogenous,"All Targets, Notch Signaling, Epigenetic Modification, Estrogen Signaling, Differentiation, Other Interleukin Signaling, Senescence, Wnt Signaling, Cell Cycle"
DPROT_00915.1,SDHA,SDHA,SDHA,"A0A024QZ30,P31040,D6RFM5",Protein,Endogenous,"All Targets, Mitochondrial Metabolism / TCA, IDH1/2"
DPROT_01063.1,S100A9,S100A9,S100A9,P06702,Protein,Endogenous,"All Targets, TLR Signaling"
DPROT_00832.1,CXCL10/IP-10,CXCL10/IP-10,CXCL10,"P02778,A0A024RDA4",Protein,Endogenous,"All Targets, TNF Signaling, Other Interleukin Signaling, Chemokine Signaling, TLR Signaling"
DPROT_00925.1,ROCK2 + ROCK1,ROCK2 + ROCK1,"ROCK1,ROCK2","Q14DU5,O75116,Q13464",Protein,Endogenous,"All Targets, VEGF Signaling, Cell Adhesion & Motility, Apoptosis, Lymphocyte Trafficking, Differentiation, Chemokine Signaling, Wnt Signaling, TGF-beta Signaling, EMT"
DPROT_00947.1,PDGF B,PDGF B,PDGFB,P01127,Protein,Endogenous,"All Targets, Cell Adhesion & Motility, PDGF Signaling, PI3K-Akt Signaling, MAPK Signaling, JAK-STAT Signaling, TGF-beta Signaling"
DPROT_00603.1,LAMP1,LAMP1,LAMP1,"A0A024RDY3,P11279",Protein,Endogenous,"All Targets, Autophagy, Lysosome"
DPROT_00804.1,Glutaminase,Glutaminase,GLS,"O94925,Q68D38",Protein,Endogenous,"All Targets, p53 Signaling, Glutamine Metabolism"
DPROT_00720.1,CD86,CD86,CD86,"A0A0X9R4E0,A8K632,P42081",Protein,Endogenous,"All Targets, T Cell Exhaustion, Epigenetic Modification, Cell Adhesion & Motility, PI3K-Akt Signaling, Other Interleukin Signaling, TLR Signaling, T-cell Checkpoints"
DPROT_00848.1,Cathepsin K,Cathepsin K,CTSK,P43235,Protein,Endogenous,"All Targets, Matrix Remodeling and Metastasis, Apoptosis, TLR Signaling, Lysosome, MHC Class II Antigen Presentation"
DPROT_00888.1,DR5,DR5,TNFRSF10B,"O14763,Q7Z2I8",Protein,Endogenous,"All Targets, Apoptosis, p53 Signaling"
DPROT_01083.1,CD94,CD94,KLRD1,"Q53ZY6,Q13241",Protein,Endogenous,"All Targets, Lymphocyte Regulation"
DPROT_01032.1,IL-2RG,IL-2RG,IL2RG,P31785,Protein,Endogenous,"All Targets, TH17 Differentiation, Endocytosis, PI3K-Akt Signaling, MAPK Signaling, Other Interleukin Signaling, TH2 Differentiation, JAK-STAT Signaling, IL-2 Signaling"
DPROT_01106.1,Dnmt1,Dnmt1,DNMT1,"P26358,I6L9H2,Q59FP7",Protein,Endogenous,"All Targets, EMT"
DPROT_01197.1,Aldolase,Aldolase,ALDOA,"P04075,V9HWN7",Protein,Endogenous,"All Targets, Glycolysis & Glucose Transport, mTOR Signaling, HIF1 Signaling"
DPROT_00627.1,Met (c-Met) (phospho Y1349),Met (c-Met) (phospho Y1349),MET,"E6Y365,P08581,A0A024R728,B4DLF5,A0A024R759",Protein,Endogenous,"All Targets, Epigenetic Modification, Cell Adhesion & Motility, Oxidative Stress, Differentiation, PI3K-Akt Signaling, MAPK Signaling, MET Signaling, EMT"
DPROT_00031.1,Liver Arginase,Liver Arginase,ARG1,P05089,Protein,Endogenous,"All Targets, Oxidative Stress"
DPROT_00593.1,CD45RA,CD45RA,PTPRC,"X6R433,P08575,A0A0A0MT22,M9MML4",Protein,Endogenous,"All Targets, Cell Adhesion & Motility, Differentiation, TCR Signaling"
DPROT_00504.1,Rb,Rb,RB1,"P06400,A0A024RDV3",Protein,Endogenous,"All Targets, Androgen Signaling, Senescence, Cell Cycle"
DPROT_01160.1,Monoamine Oxidase A/MAO-A,Monoamine Oxidase A/MAO-A,MAOA,"Q53YE7,P21397,Q49A63",Protein,Endogenous,"All Targets, Other Interleukin Signaling"
DPROT_01132.1,PSMA,PSMA,FOLH1,Q04609,Protein,Endogenous,All Targets
DPROT_00048.1,CD34,CD34,CD34,P28906,Protein,Endogenous,"All Targets, Immortality & Stemness, Cell Adhesion & Motility"
DPROT_01080.1,LAG-3,LAG-3,LAG3,P18627,Protein,Endogenous,"All Targets, T Cell Exhaustion, T-cell Checkpoints, MHC Class II Antigen Presentation"
